two_realRank,1-qid,State,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathrooms,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire condo,property_type_Entire guest suite,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in rental unit,accommodates_contribution,availability_30_contribution,availability_365_contribution,availability_60_contribution,availability_90_contribution,bathrooms_contribution,beds_contribution,host_has_profile_pic_contribution,host_identity_verified_contribution,host_is_superhost_contribution,number_of_reviews_contribution,number_of_reviews_l30d_contribution,number_of_reviews_ltm_contribution,property_type_Entire condo_contribution,property_type_Entire guest suite_contribution,property_type_Entire home_contribution,property_type_Entire loft_contribution,property_type_Entire rental unit_contribution,property_type_Entire serviced apartment_contribution,property_type_Entire townhouse_contribution,property_type_Private room in condo_contribution,property_type_Private room in guest suite_contribution,property_type_Private room in home_contribution,property_type_Private room in loft_contribution,property_type_Private room in rental unit_contribution,property_type_Private room in townhouse_contribution,property_type_Room in boutique hotel_contribution,property_type_Room in hotel_contribution,property_type_Shared room in rental unit_contribution,review_scores_accuracy_contribution,review_scores_checkin_contribution,review_scores_cleanliness_contribution,review_scores_communication_contribution,review_scores_location_contribution,review_scores_rating_contribution,review_scores_value_contribution,reviews_per_month_contribution,room_type_Entire home/apt_contribution,room_type_Hotel room_contribution,room_type_Private room_contribution,room_type_Shared room_contribution,model,predicted
4,Queens,9.27E+17,0,1,1,4,3,0,0.366666667,0.577777778,0.142465753,3,3,1,1.48,4.67,4.33,4.67,5,5,4.33,4.33,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062709177,0.0362527,0.955094156,0.00833251,0.34381297,0.198047146,0.616584156,0.072034313,0.788825561,0.709484292,0.018192256,0.707002771,0.797820447,0.609387641,0.40670051,0.962378888,0.225183389,0.15427865,,0.234474577,,,0.105644188,,0.031851707,,0.979132187,0.95275263,,0.961542523,0.189819106,0.751011494,0.960350832,0.313681934,0.643505948,0.970457338,0.658938538,0.375525505,,0.535836343,,Brooklyn_SVM,98
4,Queens,9.27E+17,0,1,1,6,4,0,0.283333333,0.522222222,0.128767123,2,2,0,1.03,4.5,4.5,4,4.5,5,4.5,5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318342289,0.066876476,0.943936615,0.00985051,0.986262717,0.258574671,0.636710908,0.078186695,0.763442917,0.709480718,0.043098836,0.851581797,0.950035909,0.732994327,0.537677937,0.962806063,0.164623563,0.092015006,,0.226265562,,,0.146103982,,0.025833799,,0.97315557,0.888393417,,0.935358049,0.79829729,0.052959925,0.951488015,0.336709188,0.152272789,0.076472762,0.748939742,0.505714694,,0.409249544,,Brooklyn_SVM,181
20,Queens,6520350,0,1,1,9,5,1,1,1,1,115,3,1,1.14,4.88,4.86,4.82,4.95,4.95,4.68,4.75,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58557688,0.885009385,0.056369518,0.975248483,0.056597589,0.265668637,0.48118829,0.061188903,0.875738589,0.659529422,0.907921904,0.756487769,0.796517698,0.606172378,0.778649057,0.936484148,0.327433018,0.087828755,,0.21696132,,,0.10840285,,0.024578936,,0.967471152,0.888818901,,0.221465174,0.228317241,0.778786689,0.929104221,0.771649542,0.788724275,0.169862342,0.769993702,0.12361802,,0.353382398,,Brooklyn_SVM,18
165,Queens,53477,1,1,1,12,8,0.666666667,0.833333333,0.888888889,0.97260274,16,0,0,0.11,4.71,4.5,4.44,4.81,4.63,4.69,4.44,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.96261155,0.468895069,0.085733626,0.928005507,0.11318166,0.39278377,0.153713684,0.079501508,0.756179943,0.19170836,0.098342175,0.914973974,0.895141223,0.373090896,0.868631369,0.033865026,0.208038849,0.096580326,,0.958164357,,,0.128907984,,0.012828097,,0.958818331,0.855904813,,0.933000881,0.28728718,0.029548244,0.049851433,0.485201234,0.589607583,0.926172367,0.970371651,0.409940342,,0.643677981,,Brooklyn_SVM,116
56,Queens,45910,1,1,1,16,10,1,1,1,1,13,0,0,0.09,4.42,4.64,4.36,4.82,5,4.82,4.55,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.903656102,0.854889598,0.03875632,0.992688469,0.046429022,0.454404549,0,0.035223251,0.78143261,0.218842422,0.097761704,0.80266223,0.969865884,0.808656174,0.462879218,0.050106641,0.168519178,0.131911432,,0.89599584,,,0.096591222,,0.021602434,,0.974870103,0.879838069,,0.955458068,0.268662293,0.049171092,0.938742496,0.747598439,0.153277621,0.290728503,0.887559812,0.296882747,,0.268973236,,Brooklyn_SVM,59
78,Queens,7.18E+17,1,1,1,12,8,1,0.866666667,0.911111111,0.978082192,1,1,0,0.1,5,5,4,5,5,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.945659916,0.910699098,0.072483236,0.954846165,0.140466118,0.352681894,0.164747327,0.077867783,0.876644781,0.088652179,0.034587733,0.896302958,0.943129184,0.410102392,0.384137311,0.050148811,0.137849525,0.88874683,,0.309586622,,,0.088571532,,0.05081777,,0.981016981,0.92808468,,0.101482251,0.167008109,0.045554978,0.913198579,0.87505182,0.775078027,0.027518672,0.851924037,0.274622027,,0.507500297,,Brooklyn_SVM,167
70,Queens,7.13E+17,1,1,1,11,7,1,1,1,1,2,2,0,0.17,5,5,5,5,5,4.5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.912565042,0.894966754,0.07456734,0.971539736,0.006455984,0.369688956,0.138813124,0.068627521,0.84397304,0.172316699,0.031149182,0.902200937,0.946180615,0.536575838,0.91786155,0.051635417,0.167100781,0.861069753,,0.435713811,,,0.070019649,,0.008117414,,0.946835668,0.906769528,,0.120284025,0.210503763,0.958726542,0.955503253,0.155462165,0.821410658,0.050823922,0.912585531,0.316350682,,0.360798504,,Brooklyn_SVM,80
200,Queens,9.04E+17,0,1,1,2,2,0.433333333,0.716666667,0.811111111,0.953424658,4,4,1,1.38,4.75,4.75,4.75,5,5,5,4.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.065008715,0.514620183,0.078675142,0.57512925,0.335311455,0.372926199,0.835132321,0.050166377,0.898981148,0.706013664,0.03612123,0.763012382,0.777278988,0.414781961,0.681852605,0.045364453,0.051186199,0.133776605,,0.356029227,,,0.95888522,,0.057288982,,0.938872521,0.899604655,,0.246107951,0.159929273,0.765859573,1,0.68472457,0.746436093,0.955626588,0.622396387,0.842860459,,0.857097849,,Brooklyn_SVM,90
12,Queens,7.55E+17,1,1,0,3,1,0,0,0.2,0.802739726,23,23,1,3.35,4.87,4.96,4.7,5,5,4.78,4.78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08384379,0.055074004,0.477875454,0.015821723,0.994674599,0.020612768,0.821795893,0.03662317,0.111636362,0.038215739,0.289809473,0.711193878,0.048679265,0.624109232,0.797833528,0.067157625,0.354596708,0.108429372,,0.366694257,,,1,,0.010024539,,0.964957816,0.895669404,,0.096451573,0.162662736,0.753176094,0.969351816,0.637425642,0.798933889,0.148816374,0.019016413,0.803929708,,0.806422216,,Brooklyn_SVM,189
8,Queens,8.73E+17,1,1,0,16,4,0,0,0.188888889,0.8,18,18,6,4.95,4.89,4.78,4.83,4.89,5,4.72,4.56,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959493564,0.012215486,0.467747839,0.031341883,0.984326452,0.051474167,0.633935785,0.064772476,0.069581419,0.233733477,0.276844899,0.327118471,0.663253802,0.462830807,0.469747564,0.946345322,0.075759459,0.116222473,,0.346292215,,,0.099117256,,0.015985973,,0.965782167,0.884520991,,0.188996705,0.255403908,0.740196153,0.928685329,0.844741124,0.769559305,0.262528114,0.070034041,0.245564595,,0.347886745,,Brooklyn_SVM,177
159,Queens,50423127,0,1,1,6,3,1,1,1,0.493150685,23,3,0,0.87,4.09,4,4.26,4.22,4.57,4.48,4.09,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.292726642,0.896218027,0.502331851,0.964408762,0.040321814,0.043574501,0.669832929,0.047108341,0.715324133,0.815454837,0.261428864,0.875026057,0.80761867,0.488378514,0.395480614,0.048483465,0.194071716,0.863489215,,0.256541175,,,0.129197794,,0.013713372,,0.958545176,0.902180422,,0.936434399,0.91200691,0.041099035,0.103139093,0.47130683,0.23281036,0.976627025,0.72849062,0.448436743,,0.31047598,,Brooklyn_SVM,36
143,Queens,5.65E+17,0,1,1,8,4,0.6,0.8,0.866666667,0.460273973,58,34,1,3.13,4.84,4.81,4.84,4.9,4.91,4.81,4.79,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595952354,0.445534847,0.456923863,0.599151452,0.345398205,0.361788528,0.737682823,0.049952905,0.761728695,0.811410764,0.956768841,0.639538495,0.122410416,0.495622765,0.762152953,0.062906177,0.157012521,0.119233205,,0.21927056,,,0.146481875,,0.045158279,,0.955992911,0.9153385,,0.19538826,0.249865847,0.752649159,0.772089697,0.36523138,0.784231493,0.166578077,0.043015515,0.233697813,,0.528590393,,Brooklyn_SVM,100
94,Queens,7.36E+17,0,0,1,10,6,0.633333333,0.583333333,0.711111111,0.928767123,16,16,3,1.91,4.56,4.5,4.56,5,4.81,4.75,4.31,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.578703674,0.494920295,0.066991237,0.583807677,0.34508989,0.354754132,0.138815693,1,0.73881818,0.706517193,0.128501809,0.645483203,0.616881705,0.577094775,0.580392855,0.051240223,0.153073801,0.879704546,,0.402145327,,,0.041838208,,0.025336123,,0.987264562,0.946117012,,0.927680326,0.136981957,0.047410995,0.756184816,0.506139518,0.058620828,0.989969713,0.613859673,0.195203431,,0.245725601,,Brooklyn_SVM,25
7,Queens,26496505,0,0,1,2,1,0.966666667,0.983333333,0.988888889,0.243835616,223,0,0,3.54,4.77,4.8,4.92,4.88,4.9,4.66,4.82,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.079403191,0.746080663,0.959897751,0.947681599,0.026077745,0.04204637,0.922936493,0.969219406,0.944272718,0.693452938,0.927398021,0.926721869,0.961981639,0.727502847,0.677111043,0.07072136,0.208059365,0.877923222,,0.159815326,,,0.115344421,,0.03024,,0.95412107,0.854131496,,0.202338268,0.296066853,0.898608997,0.780795968,0.529271712,0.905766212,0.147986665,0.039535897,0.338808723,,0.358721316,,Brooklyn_SVM,2
185,Queens,39177041,1,1,1,6,4,0.5,0.75,0.833333333,0.95890411,5,0,0,0.11,3.8,4,5,4,3.6,4.6,3.6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.330275422,0.491773514,0.078544593,0.585296266,0.362653219,0.660233968,0.551667836,0.072448559,0.80698577,0.013342155,0.054072407,0.830845088,0.908581419,0.482710418,0.414580661,0.038457423,0.183207074,0.890575893,,0.152616814,,,0.051722941,,0.062970751,,0.982525102,0.869013476,,0.946524143,0.896041346,0.991663116,0.002109691,0.285316119,0.028736937,0.962183598,0.951467311,0.281877551,,0.341964686,,Brooklyn_SVM,38
179,Queens,8.49E+17,1,1,1,8,4,0.433333333,0.616666667,0.744444444,0.936986301,12,12,2,3.16,4.92,4.92,5,4.83,4.92,4.75,4.83,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.612007122,0.497684127,0.078512635,0.597889335,0.381101143,0.373566172,0.664535597,0.051112147,0.897982251,0.048775659,0.114645863,0.485079169,0.600429104,0.280055318,0.583832467,0.027219507,0.199822868,0.106035177,,0.176584051,,,0.13152711,,0.980977494,,0.976091412,0.911895576,,0.125317,0.250433292,0.97441394,0.732676577,0.592290061,0.729470199,0.155310173,0.119861072,0.660712918,,0.888812737,,Brooklyn_SVM,8
102,Queens,7.46E+17,1,1,1,4,2,0.8,0.9,0.933333333,0.983561644,58,58,1,6.28,5,4.98,5,4.98,5,4.88,4.98,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.104008007,0.870627761,0.059004716,0.941925461,0.105381225,0.337885024,0.828714198,0.064854447,0.843398171,0.150287708,0.94500871,0.708435271,0.101423678,0.360941665,0.580191282,0.049622002,0.915385748,0.147301813,,0.439629294,,,0.189783979,,0.014750636,,0.959392108,0.879780929,,0.065279298,0.092256781,0.97744524,0.924341356,0.558742617,0.837934944,0.043717378,0.109376268,0.315361373,,0.612879061,,Brooklyn_SVM,160
185,Queens,46012531,1,1,0,13,4,0.9,0.916666667,0.755555556,0.432876712,100,45,5,2.93,4.84,4.85,4.93,4.93,4.88,4.76,4.62,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927761988,0.826279422,0.47904041,0.942572678,0.366609867,0.008551182,0.59820516,0.034631282,0.077249575,0.31572567,0.954990146,0.578809603,0.057648813,0.714022959,0.685940163,0.939968718,0.257529674,0.087990814,,0.249514475,,,0.125654522,,0.044400332,,0.962094293,0.950024086,,0.20909363,0.320413818,0.902503632,0.730496048,0.434777072,0.864335826,0.268144028,0.046427396,0.283982826,,0.44583341,,Brooklyn_SVM,13
110,Queens,28131065,0,1,0,6,6,1,1,1,0.246575342,109,3,1,1.83,4.76,4.82,4.88,4.78,4.83,4.77,4.79,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318199161,0.894192404,0.968767364,0.984483623,0.013701567,0.321297518,0.127044522,0.086554774,0.114677002,0.689172221,0.940544203,0.71160287,0.703240235,0.642629723,0.815089849,0.963252741,0.255542935,0.184472984,,0.39923144,,,0.017975178,,0.029792145,,0.959288749,0.92523587,,0.262448737,0.291880855,0.905738715,0.741742137,0.671318949,0.547913003,0.169824975,0.622599263,0.381965206,,0.206987433,,Brooklyn_SVM,10
145,Queens,7.17E+17,0,1,1,12,6,0.466666667,0.666666667,0.777777778,0.945205479,5,5,1,0.45,5,5,5,5,5,5,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924507051,0.470240289,0.082932455,0.57923924,0.366253834,0.558601536,0.233175131,0.016895331,0.795832884,0.697412838,0.044041461,0.789108713,0.673948642,0.378019744,0.605206411,0.963325673,0.162765249,0.147194379,,0.292032533,,,0.083570639,,0.028450771,,0.972993974,0.916366003,,0.051292663,0.108172743,0.968830618,0.905982644,0.916892867,0.789502734,0.006551079,0.841018723,0.264571107,,0.595067566,,Brooklyn_SVM,77
80,Queens,9.28E+17,0,1,1,12,5,0.133333333,0.2,0.444444444,0.342465753,3,3,3,3,5,5,5,5,5,4.67,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.895018575,0.007494881,0.518629102,0.016965019,0.984451189,0.375420013,0.589826027,0.061049822,0.875079588,0.726741229,0.025630552,0.489861771,0.74658834,0.720967591,0.4821641,0.053453869,0.154484737,0.094839306,,0.841655924,,,0.029632907,,0.038471634,,0.970029221,0.875594526,,0.06803438,0.135236747,0.961744829,0.944630401,0.486426548,0.941678773,0.03431929,0.076788622,0.360754154,,0.464420665,,Brooklyn_SVM,154
74,Queens,6.61E+17,0,1,1,3,1,0,0.066666667,0.377777778,0.093150685,45,44,0,3.65,4.91,4.98,4.89,4.76,4.84,4.76,4.91,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.101802004,0.008019193,0.897304842,0.030968153,0.9915176,0.038133375,0.845991063,0.036721601,0.819496781,0.614042817,0.270297354,0.925884851,0.098035026,0.41145393,0.711989351,0.095499245,0.252142923,0.897198456,,0.250498605,,,0.113473791,,0.030061684,,0.960259869,0.914652304,,0.078407756,0.770302318,0.895539654,0.75642969,0.418478214,0.808875782,0.017242761,0.114325819,0.273448637,,0.433644192,,Brooklyn_SVM,186
61,Queens,8.47E+17,0,1,0,10,5,0.6,0.8,0.866666667,0.967123288,9,9,3,2.48,4.44,4.33,4.22,4.89,4.33,4.11,4.11,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567676704,0.447091078,0.107197748,0.578118446,0.365836023,0.362444459,0.443096037,0.045447724,0.191670289,0.535109629,0.140886737,0.53980584,0.567064765,0.826039748,0.481491605,0.927765829,0.237308974,0.049235027,,0.225299175,,,0.114274595,,0.003378831,,0.980505591,0.940229784,,0.902929079,0.258257558,0.089492564,0.040013326,0.087457873,0.174084897,0.996871274,0.041667692,0.518184671,,0.373269819,,Brooklyn_SVM,156
130,Queens,51948208,1,1,1,7,4,0.266666667,0.266666667,0.388888889,0.769863014,150,43,3,6.39,4.77,4.85,4.88,4.84,4.84,4.79,4.81,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591144072,0.023077641,0.478098153,0.0206582,0.992843994,0.047294465,0.62680971,0.066885933,0.836888566,0.299221961,0.941772932,0.589589924,0.129635757,0.570999273,0.387345585,0.970334173,0.121243018,0.114659109,,0.326133223,,,0.10377671,,0.049962221,,0.959478033,0.891839607,,0.2377113,0.335261016,0.890196697,0.76766748,0.660649059,0.645837695,0.180093262,0.161204718,0.367908576,,0.427937202,,Brooklyn_SVM,141
157,Queens,7.63E+17,1,1,1,6,3,0.4,0.483333333,0.566666667,0.865753425,39,39,3,4.06,4.92,4.9,4.95,4.9,4.92,4.77,4.69,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319060581,0.521030999,0.068502294,0.60199633,0.375596599,0.003996717,0.622074043,0.053327076,0.770943887,0.140472624,0.281698729,0.416897645,0.105618358,0.498510761,0.369581739,0.974111385,0.275778231,0.080264664,,0.407064485,,,0.189096174,,0.053013163,,0.935126218,0.88460739,,0.146393465,0.250320092,0.863231025,0.788721031,0.459028272,0.722083,0.225605865,0.039268788,0.397444732,,0.445131779,,Brooklyn_SVM,164
135,Queens,8.34E+17,0,0,0,8,7,0.766666667,0.883333333,0.922222222,0.473972603,2,2,0,0.51,5,5,5,5,5,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606638681,0.846808703,0.480720111,0.945589686,0.078994323,0.313322246,0.186193106,0.950861137,0.173787493,0.709333625,0.037638674,0.950256463,0.88418117,0.72023778,0.503888443,0.980542435,0.144608302,0.133514039,,0.27149962,,,0.090260894,,0.037775894,,0.981513936,0.87794177,,0.040559384,0.118051946,0.95043366,0.958530803,0.584731523,0.831967327,0.026988566,0.77439984,0.237218871,,0.31788019,,Brooklyn_SVM,7
21,Queens,5.70E+17,0,1,1,1,1,1,1,1,1,1,0,0,0.08,5,5,5,4,4,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.081060912,0.854364195,0.02805452,0.97931705,0.029517267,0.016755671,0.900280569,0.051908161,0.733786571,0.673946299,0.033005781,0.843034315,0.851091237,0.365645359,0.383348665,0.036493903,0.212568439,0.119406422,,0.196746413,,,0.055072809,,0.980994221,,0.968050382,0.925007122,,0.090362047,0.875238654,0.996292482,0.054142528,0.565412619,0.830257751,0.964912775,0.919203304,0.726315791,,0.594084914,,Brooklyn_SVM,3
105,Queens,8.94E+17,0,1,1,10,5,0.166666667,0.166666667,0.288888889,0.665753425,7,7,3,2.26,4.86,5,4.86,5,5,5,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562164431,0.114797461,0.499693006,0.015886857,0.984265066,0.404498473,0.421603782,0.10603168,0.925383082,0.767157265,0.143595855,0.425989635,0.791866249,0.357790186,0.630516065,0.913961329,0.268311775,0.076026725,,0.235552153,,,0.168089935,,0.025510805,,0.961282668,0.939428343,,0.052952149,0.131135207,0.867246065,0.93655887,0.677994519,0.738669076,0.042254544,0.079563931,0.28565213,,0.481050972,,Brooklyn_SVM,137
75,Queens,7.16E+17,1,1,1,6,3,0.966666667,0.983333333,0.988888889,0.98630137,6,6,0,0.55,5,5,4.83,5,5,5,4.67,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314002825,0.784325005,0.056216583,0.923742891,0.004095763,0.343953922,0.689064469,0.080059512,0.967492384,0.029944354,0.089001209,0.812480172,0.70505543,0.696287341,0.57310029,0.947369817,0.188264698,0.155507288,,0.286750267,,,0.162396718,,0.021662327,,0.965882262,0.885253561,,0.055532173,0.103938361,0.758203224,0.94587245,0.665002704,0.808418753,0.235608369,0.839069059,0.240233999,,0.43953498,,Brooklyn_SVM,69
38,Queens,3852261,1,1,1,8,4,0.133333333,0.566666667,0.711111111,0.928767123,106,3,0,0.96,4.87,4.84,4.92,4.92,4.91,4.79,4.83,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6198331,0.123246359,0.100067939,0.591247314,0.368194593,0.364650279,0.656244642,0.08388022,0.945733774,0.220530938,0.975080841,0.975840899,0.830275784,0.389946116,0.276594914,0.087086689,0.228013087,0.032919651,,0.775847991,,,0.013085274,,0.038904654,,0.966373069,0.846625267,,0.216823375,0.372395398,0.89027269,0.756768789,0.372971554,0.853971797,0.195541633,0.726997161,0.45864358,,0.224257011,,Brooklyn_SVM,94
92,Queens,49172890,0,1,1,7,6,0.533333333,0.566666667,0.677777778,0.463013699,54,21,1,1.88,4.52,4.63,4.59,4.8,4.94,4.44,4.41,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.562580679,0.444096945,0.477977351,0.577332969,0.375811596,0.233410621,0.117540432,0.031099654,0.711535908,0.599079519,0.946977607,0.680738454,0.028265578,0.701033079,0.261021372,0.051095374,0.264016307,0.957660617,,0.366854317,,,0.091674079,,0.030313764,,0.96797615,0.91146661,,0.973666897,0.36872268,0.052100336,0.950716431,0.27680803,0.118519632,0.967247672,0.632303933,0.647302436,,0.461006095,,Brooklyn_SVM,93
88,Queens,5.77E+17,0,1,1,7,5,0.433333333,0.416666667,0.4,0.287671233,39,16,1,2.25,4.44,4.64,4.46,4.82,4.85,4.36,4.26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.582604777,0.458214428,0.940941177,0.01170008,0.969753447,0.01193662,0.484955711,0.038260573,0.819654188,0.656425414,0.300390382,0.619558276,0.697803154,0.49924511,0.76023013,0.080244912,0.155525034,0.09742369,,0.86745774,,,0.09836414,,0.025089083,,0.959931092,0.892548407,,0.932692165,0.314198965,0.037984019,0.765965532,0.089021243,0.117829457,0.963574254,0.632224276,0.318513233,,0.292585444,,Brooklyn_SVM,107
165,Queens,5.72E+17,1,1,1,3,1,1,1,1,1,2,0,0,0.12,5,5,5,5,5,5,5,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.039067851,0.962712052,0.01844435,0.205771197,0.870287585,0.02058527,0.714870639,0.212492734,0.038082766,0.896210375,0.916187045,0.124873315,0.898931015,0.039390406,0.15826388,0.088754201,,0.306567864,,,0.135698726,,0.007920317,,0.956895187,0.934814726,,0.037592509,0.183789205,0.96571199,0.953785114,0.601716098,0.805257188,0.040409484,0.917927884,0.435275227,,0.553276175,,Brooklyn_SVM,144
27,Queens,33521985,0,1,1,16,11,0.466666667,0.483333333,0.522222222,0.421917808,84,23,1,1.62,4.73,4.73,4.8,4.9,4.88,4.75,4.71,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945567981,0.485362405,0.454496162,0.567301404,0.985821984,0.372383686,0.145465961,0.080648478,0.779624586,0.64622898,0.952075917,0.827566986,0.040585821,0.511035688,0.38098284,0.955398172,0.111057787,0.136575665,,0.340579812,,,0.120923565,,0.005268869,,0.962545554,0.90032428,,0.25780641,0.237703396,0.7570668,0.758689601,0.4940872,0.574447944,0.149744686,0.608929959,0.414852688,,0.408953317,,Brooklyn_SVM,19
199,Queens,22037715,0,1,1,12,7,0.466666667,0.483333333,0.5,0.383561644,82,13,0,1.19,4.8,4.84,4.8,4.93,4.89,4.71,4.71,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974610637,0.444570144,0.48531754,0.572070358,0.951454798,0.031933825,0.133432868,0.009961446,0.876520553,0.706910842,0.953554751,0.847959588,0.645603561,0.688439414,0.615853877,0.981026051,0.149726197,0.068022244,,0.278901732,,,0.183295143,,0.008823214,,0.980193905,0.898752735,,0.23504961,0.368668903,0.728157153,0.751970588,0.495136832,0.689370607,0.150305451,0.571433269,0.345665061,,0.346440617,,Brooklyn_SVM,27
101,Queens,5.83E+17,0,1,1,6,2,1,1,1,1,9,6,0,0.53,4.67,4.33,4.44,4.67,5,4.56,4.56,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.298368925,0.992230285,0.045298055,0.994363161,0.024255429,0.348403515,0.873236105,0.055937968,0.788911435,0.791497519,0.109910108,0.943246148,0.773714017,0.57204678,0.524983988,0.07026868,0.161408812,0.866866416,,0.330669078,,,0.102386778,,0.033378085,,0.972074194,1,,0.957515807,0.856690366,0.014778117,0.963197918,0.047146414,0.75341856,0.301201581,0.762099021,0.470141677,,0.358102749,,Brooklyn_SVM,68
135,Queens,54115612,0,1,1,6,2,1,1,1,1,9,8,0,0.67,4.78,4.67,4.67,4.89,4.67,4.56,4.56,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.320907291,0.914206829,0.035994098,1,0.013074042,0.01180899,0.852507856,0.080049808,0.839037786,0.668540771,0.101943113,0.834532095,0.622737801,0.374815993,0.326344244,0.059615609,0.140980422,0.901838485,,0.451652208,,,0.067710216,,0.012393862,,0.961961763,0.902337811,,0.915553612,0.308704094,0.750870653,0.055348419,0.124046654,0.880381192,0.239871245,0.756553501,0.450453561,,0.586496995,,Brooklyn_SVM,115
27,Queens,7.89E+17,0,1,1,8,4,0.733333333,0.866666667,0.911111111,0.978082192,10,10,2,1.2,5,5,5,5,5,5,5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616103645,0.820955055,0.108602285,0.945155361,0.121254714,0.45154326,0.659226594,0.081475592,0.779992854,0.768241094,0.094401345,0.636837868,0.696913393,0.591029985,0.294753688,0.93089767,0.325612592,0.196210427,,0.396915198,,,0.193091191,,0.034170264,,0.951985592,0.907328324,,0.037042555,0.18728975,0.980881797,0.975119815,0.736356894,0.856289356,0.031591235,0.610601323,0.204783181,,0.100919349,,Brooklyn_SVM,88
